,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,remote_ratio,company_size,companyLocation,employeeResidence
246,2021,Entry-level,Full-time,Data Scientist,31000,EUR,36643,Partially remote,Large,France,France
247,2021,Mid-level,Full-time,Data Engineer,108000,TRY,12103,No remote,Medium,Türkiye,Türkiye
248,2021,Senior-level,Full-time,Data Engineer,70000,GBP,96282,Partially remote,Large,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
249,2021,Senior-level,Full-time,Principal Data Analyst,170000,USD,170000,Fully remote,Medium,United States of America (the),United States of America (the)
250,2021,Mid-level,Full-time,Data Scientist,115000,USD,115000,Partially remote,Large,United States of America (the),United States of America (the)
251,2021,Entry-level,Full-time,Data Scientist,90000,USD,90000,Fully remote,Small,United States of America (the),United States of America (the)
252,2021,Executive-level,Full-time,Principal Data Engineer,600000,USD,600000,Fully remote,Large,United States of America (the),United States of America (the)
253,2021,Entry-level,Full-time,Data Scientist,2100000,INR,28399,Fully remote,Medium,India,India
254,2021,Mid-level,Full-time,Data Analyst,93000,USD,93000,Fully remote,Large,United States of America (the),United States of America (the)
255,2021,Senior-level,Full-time,Big Data Architect,125000,CAD,99703,Partially remote,Medium,Canada,Canada
256,2021,Mid-level,Full-time,Data Engineer,200000,USD,200000,Fully remote,Large,United States of America (the),United States of America (the)
257,2021,Senior-level,Full-time,Principal Data Scientist,147000,EUR,173762,Fully remote,Medium,Germany,Germany
258,2021,Senior-level,Full-time,Machine Learning Engineer,185000,USD,185000,Partially remote,Large,United States of America (the),United States of America (the)
259,2021,Executive-level,Full-time,Director of Data Science,120000,EUR,141846,No remote,Large,Germany,Germany
260,2021,Mid-level,Full-time,Data Scientist,130000,USD,130000,Partially remote,Large,United States of America (the),United States of America (the)
261,2021,Senior-level,Full-time,Data Analyst,54000,EUR,63831,Partially remote,Large,Germany,Germany
262,2021,Mid-level,Full-time,Data Scientist,1250000,INR,16904,Fully remote,Small,India,India
263,2021,Senior-level,Full-time,Machine Learning Engineer,4900000,INR,66265,No remote,Large,India,India
264,2021,Mid-level,Full-time,Data Scientist,21600,EUR,25532,Fully remote,Small,Germany,Serbia
265,2021,Senior-level,Full-time,Lead Data Engineer,160000,USD,160000,Partially remote,Small,United States of America (the),Puerto Rico
266,2021,Mid-level,Full-time,Data Engineer,93150,USD,93150,No remote,Medium,United States of America (the),United States of America (the)
267,2021,Mid-level,Full-time,Data Engineer,111775,USD,111775,No remote,Medium,United States of America (the),United States of America (the)
268,2021,Mid-level,Full-time,Data Engineer,250000,TRY,28016,Fully remote,Medium,Türkiye,Türkiye
269,2021,Entry-level,Full-time,Data Engineer,55000,EUR,65013,Partially remote,Medium,Germany,Germany
270,2021,Entry-level,Full-time,Data Engineer,72500,USD,72500,Fully remote,Large,United States of America (the),United States of America (the)
271,2021,Senior-level,Full-time,Computer Vision Engineer,102000,BRL,18907,No remote,Medium,Brazil,Brazil
272,2021,Entry-level,Full-time,Data Science Consultant,65000,EUR,76833,No remote,Large,Germany,Germany
273,2021,Entry-level,Full-time,Machine Learning Engineer,85000,USD,85000,Fully remote,Small,Germany,Netherlands (the)
274,2021,Senior-level,Full-time,Data Scientist,65720,EUR,77684,Partially remote,Medium,France,France
275,2021,Entry-level,Full-time,Data Scientist,100000,USD,100000,Fully remote,Medium,United States of America (the),United States of America (the)
276,2021,Entry-level,Full-time,Data Scientist,58000,USD,58000,Partially remote,Large,United States of America (the),United States of America (the)
277,2021,Senior-level,Full-time,AI Scientist,55000,USD,55000,Fully remote,Large,Spain,Spain
278,2021,Senior-level,Full-time,Data Scientist,180000,TRY,20171,Partially remote,Large,Türkiye,Türkiye
279,2021,Entry-level,Full-time,Business Data Analyst,50000,EUR,59102,Fully remote,Large,Luxembourg,Luxembourg
280,2021,Mid-level,Full-time,Data Engineer,112000,USD,112000,Fully remote,Large,United States of America (the),United States of America (the)
281,2021,Entry-level,Full-time,Research Scientist,100000,USD,100000,No remote,Large,China,Jersey
282,2021,Mid-level,Part-time,Data Engineer,59000,EUR,69741,Fully remote,Large,Netherlands (the),Netherlands (the)
283,2021,Senior-level,Contract,Staff Data Scientist,105000,USD,105000,Fully remote,Medium,United States of America (the),United States of America (the)
284,2021,Mid-level,Full-time,Research Scientist,69999,USD,69999,Partially remote,Large,Czechia,Czechia
285,2021,Senior-level,Full-time,Data Science Manager,7000000,INR,94665,Partially remote,Large,India,India
286,2021,Senior-level,Full-time,Head of Data,87000,EUR,102839,Fully remote,Large,Slovenia,Slovenia
287,2021,Mid-level,Full-time,Data Scientist,109000,USD,109000,Partially remote,Large,United States of America (the),United States of America (the)
288,2021,Mid-level,Full-time,Machine Learning Engineer,43200,EUR,51064,Partially remote,Large,Italy,Italy
289,2022,Senior-level,Full-time,Data Engineer,135000,USD,135000,Fully remote,Medium,United States of America (the),United States of America (the)
290,2022,Senior-level,Full-time,Data Analyst,155000,USD,155000,Fully remote,Medium,United States of America (the),United States of America (the)
291,2022,Senior-level,Full-time,Data Analyst,120600,USD,120600,Fully remote,Medium,United States of America (the),United States of America (the)
292,2022,Mid-level,Full-time,Data Scientist,130000,USD,130000,No remote,Medium,United States of America (the),United States of America (the)
293,2022,Mid-level,Full-time,Data Scientist,90000,USD,90000,No remote,Medium,United States of America (the),United States of America (the)
294,2022,Mid-level,Full-time,Data Engineer,170000,USD,170000,Fully remote,Medium,United States of America (the),United States of America (the)
295,2022,Mid-level,Full-time,Data Engineer,150000,USD,150000,Fully remote,Medium,United States of America (the),United States of America (the)
296,2022,Senior-level,Full-time,Data Analyst,102100,USD,102100,Fully remote,Medium,United States of America (the),United States of America (the)
297,2022,Senior-level,Full-time,Data Analyst,84900,USD,84900,Fully remote,Medium,United States of America (the),United States of America (the)
298,2022,Senior-level,Full-time,Data Scientist,136620,USD,136620,Fully remote,Medium,United States of America (the),United States of America (the)
299,2022,Senior-level,Full-time,Data Scientist,99360,USD,99360,Fully remote,Medium,United States of America (the),United States of America (the)
300,2022,Senior-level,Full-time,Data Scientist,90000,GBP,117789,No remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
301,2022,Senior-level,Full-time,Data Scientist,80000,GBP,104702,No remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
302,2022,Senior-level,Full-time,Data Scientist,146000,USD,146000,Fully remote,Medium,United States of America (the),United States of America (the)
303,2022,Senior-level,Full-time,Data Scientist,123000,USD,123000,Fully remote,Medium,United States of America (the),United States of America (the)
304,2022,Entry-level,Full-time,Data Engineer,40000,GBP,52351,Fully remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
305,2022,Senior-level,Full-time,Data Analyst,99000,USD,99000,No remote,Medium,United States of America (the),United States of America (the)
306,2022,Senior-level,Full-time,Data Analyst,116000,USD,116000,No remote,Medium,United States of America (the),United States of America (the)
307,2022,Mid-level,Full-time,Data Analyst,106260,USD,106260,No remote,Medium,United States of America (the),United States of America (the)
308,2022,Mid-level,Full-time,Data Analyst,126500,USD,126500,No remote,Medium,United States of America (the),United States of America (the)
309,2022,Executive-level,Full-time,Data Engineer,242000,USD,242000,Fully remote,Medium,United States of America (the),United States of America (the)
310,2022,Executive-level,Full-time,Data Engineer,200000,USD,200000,Fully remote,Medium,United States of America (the),United States of America (the)
311,2022,Mid-level,Full-time,Data Scientist,50000,GBP,65438,No remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
312,2022,Mid-level,Full-time,Data Scientist,30000,GBP,39263,No remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
313,2022,Mid-level,Full-time,Data Engineer,60000,GBP,78526,No remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
314,2022,Mid-level,Full-time,Data Engineer,40000,GBP,52351,No remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
315,2022,Senior-level,Full-time,Data Scientist,165220,USD,165220,Fully remote,Medium,United States of America (the),United States of America (the)
316,2022,Entry-level,Full-time,Data Engineer,35000,GBP,45807,Fully remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
317,2022,Senior-level,Full-time,Data Scientist,120160,USD,120160,Fully remote,Medium,United States of America (the),United States of America (the)
318,2022,Senior-level,Full-time,Data Analyst,90320,USD,90320,Fully remote,Medium,United States of America (the),United States of America (the)
319,2022,Senior-level,Full-time,Data Engineer,181940,USD,181940,No remote,Medium,United States of America (the),United States of America (the)
320,2022,Senior-level,Full-time,Data Engineer,132320,USD,132320,No remote,Medium,United States of America (the),United States of America (the)
321,2022,Senior-level,Full-time,Data Engineer,220110,USD,220110,No remote,Medium,United States of America (the),United States of America (the)
322,2022,Senior-level,Full-time,Data Engineer,160080,USD,160080,No remote,Medium,United States of America (the),United States of America (the)
323,2022,Senior-level,Full-time,Data Scientist,180000,USD,180000,No remote,Large,United States of America (the),United States of America (the)
324,2022,Senior-level,Full-time,Data Scientist,120000,USD,120000,No remote,Large,United States of America (the),United States of America (the)
325,2022,Senior-level,Full-time,Data Analyst,124190,USD,124190,Fully remote,Medium,United States of America (the),United States of America (the)
326,2022,Executive-level,Full-time,Data Analyst,130000,USD,130000,Fully remote,Medium,United States of America (the),United States of America (the)
327,2022,Executive-level,Full-time,Data Analyst,110000,USD,110000,Fully remote,Medium,United States of America (the),United States of America (the)
328,2022,Senior-level,Full-time,Data Analyst,170000,USD,170000,Fully remote,Medium,United States of America (the),United States of America (the)
329,2022,Mid-level,Full-time,Data Analyst,115500,USD,115500,Fully remote,Medium,United States of America (the),United States of America (the)
330,2022,Senior-level,Full-time,Data Analyst,112900,USD,112900,Fully remote,Medium,United States of America (the),United States of America (the)
331,2022,Senior-level,Full-time,Data Analyst,90320,USD,90320,Fully remote,Medium,United States of America (the),United States of America (the)
332,2022,Senior-level,Full-time,Data Analyst,112900,USD,112900,Fully remote,Medium,United States of America (the),United States of America (the)
333,2022,Senior-level,Full-time,Data Analyst,90320,USD,90320,Fully remote,Medium,United States of America (the),United States of America (the)
334,2022,Senior-level,Full-time,Data Engineer,165400,USD,165400,Fully remote,Medium,United States of America (the),United States of America (the)
335,2022,Senior-level,Full-time,Data Engineer,132320,USD,132320,Fully remote,Medium,United States of America (the),United States of America (the)
336,2022,Mid-level,Full-time,Data Analyst,167000,USD,167000,Fully remote,Medium,United States of America (the),United States of America (the)
337,2022,Senior-level,Full-time,Data Engineer,243900,USD,243900,Fully remote,Medium,United States of America (the),United States of America (the)
338,2022,Senior-level,Full-time,Data Analyst,136600,USD,136600,Fully remote,Medium,United States of America (the),United States of America (the)
339,2022,Senior-level,Full-time,Data Analyst,109280,USD,109280,Fully remote,Medium,United States of America (the),United States of America (the)
340,2022,Senior-level,Full-time,Data Engineer,128875,USD,128875,Fully remote,Medium,United States of America (the),United States of America (the)
341,2022,Senior-level,Full-time,Data Engineer,93700,USD,93700,Fully remote,Medium,United States of America (the),United States of America (the)
342,2022,Executive-level,Full-time,Head of Data Science,224000,USD,224000,Fully remote,Medium,United States of America (the),United States of America (the)
343,2022,Executive-level,Full-time,Head of Data Science,167875,USD,167875,Fully remote,Medium,United States of America (the),United States of America (the)
344,2022,Executive-level,Full-time,Analytics Engineer,175000,USD,175000,Fully remote,Medium,United States of America (the),United States of America (the)
345,2022,Senior-level,Full-time,Data Engineer,156600,USD,156600,Fully remote,Medium,United States of America (the),United States of America (the)
346,2022,Senior-level,Full-time,Data Engineer,108800,USD,108800,No remote,Medium,United States of America (the),United States of America (the)
347,2022,Senior-level,Full-time,Data Scientist,95550,USD,95550,No remote,Medium,United States of America (the),United States of America (the)
348,2022,Senior-level,Full-time,Data Engineer,113000,USD,113000,No remote,Large,United States of America (the),United States of America (the)
349,2022,Senior-level,Full-time,Data Analyst,135000,USD,135000,Fully remote,Medium,United States of America (the),United States of America (the)
350,2022,Senior-level,Full-time,Data Science Manager,161342,USD,161342,Fully remote,Medium,United States of America (the),United States of America (the)
351,2022,Senior-level,Full-time,Data Science Manager,137141,USD,137141,Fully remote,Medium,United States of America (the),United States of America (the)
352,2022,Senior-level,Full-time,Data Scientist,167000,USD,167000,Fully remote,Medium,United States of America (the),United States of America (the)
353,2022,Senior-level,Full-time,Data Scientist,123000,USD,123000,Fully remote,Medium,United States of America (the),United States of America (the)
354,2022,Senior-level,Full-time,Data Engineer,60000,GBP,78526,No remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
355,2022,Senior-level,Full-time,Data Engineer,50000,GBP,65438,No remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
356,2022,Senior-level,Full-time,Data Scientist,150000,USD,150000,No remote,Medium,United States of America (the),United States of America (the)
357,2022,Senior-level,Full-time,Data Scientist,211500,USD,211500,Fully remote,Medium,United States of America (the),United States of America (the)
358,2022,Senior-level,Full-time,Data Architect,192400,USD,192400,Fully remote,Medium,Canada,Canada
359,2022,Senior-level,Full-time,Data Architect,90700,USD,90700,Fully remote,Medium,Canada,Canada
360,2022,Senior-level,Full-time,Data Analyst,130000,USD,130000,Fully remote,Medium,Canada,Canada
361,2022,Senior-level,Full-time,Data Analyst,61300,USD,61300,Fully remote,Medium,Canada,Canada
362,2022,Senior-level,Full-time,Data Analyst,130000,USD,130000,Fully remote,Medium,Canada,Canada
363,2022,Senior-level,Full-time,Data Analyst,61300,USD,61300,Fully remote,Medium,Canada,Canada
364,2022,Senior-level,Full-time,Data Engineer,160000,USD,160000,No remote,Large,United States of America (the),United States of America (the)
365,2022,Senior-level,Full-time,Data Scientist,138600,USD,138600,Fully remote,Medium,United States of America (the),United States of America (the)
366,2022,Senior-level,Full-time,Data Engineer,136000,USD,136000,No remote,Medium,United States of America (the),United States of America (the)
367,2022,Mid-level,Full-time,Data Analyst,58000,USD,58000,No remote,Small,United States of America (the),United States of America (the)
368,2022,Executive-level,Full-time,Analytics Engineer,135000,USD,135000,Fully remote,Medium,United States of America (the),United States of America (the)
369,2022,Senior-level,Full-time,Data Scientist,170000,USD,170000,Fully remote,Medium,United States of America (the),United States of America (the)
370,2022,Senior-level,Full-time,Data Scientist,123000,USD,123000,Fully remote,Medium,United States of America (the),United States of America (the)
371,2022,Senior-level,Full-time,Machine Learning Engineer,189650,USD,189650,No remote,Medium,United States of America (the),United States of America (the)
372,2022,Senior-level,Full-time,Machine Learning Engineer,164996,USD,164996,No remote,Medium,United States of America (the),United States of America (the)
373,2022,Mid-level,Full-time,ETL Developer,50000,EUR,54957,No remote,Medium,Greece,Greece
374,2022,Mid-level,Full-time,ETL Developer,50000,EUR,54957,No remote,Medium,Greece,Greece
375,2022,Executive-level,Full-time,Lead Data Engineer,150000,CAD,118187,Fully remote,Small,Canada,Canada
376,2022,Senior-level,Full-time,Data Analyst,132000,USD,132000,No remote,Medium,United States of America (the),United States of America (the)
377,2022,Senior-level,Full-time,Data Engineer,165400,USD,165400,Fully remote,Medium,United States of America (the),United States of America (the)
378,2022,Senior-level,Full-time,Data Architect,208775,USD,208775,Fully remote,Medium,United States of America (the),United States of America (the)
379,2022,Senior-level,Full-time,Data Architect,147800,USD,147800,Fully remote,Medium,United States of America (the),United States of America (the)
380,2022,Senior-level,Full-time,Data Engineer,136994,USD,136994,Fully remote,Medium,United States of America (the),United States of America (the)
381,2022,Senior-level,Full-time,Data Engineer,101570,USD,101570,Fully remote,Medium,United States of America (the),United States of America (the)
382,2022,Senior-level,Full-time,Data Analyst,128875,USD,128875,Fully remote,Medium,United States of America (the),United States of America (the)
383,2022,Senior-level,Full-time,Data Analyst,93700,USD,93700,Fully remote,Medium,United States of America (the),United States of America (the)
384,2022,Executive-level,Full-time,Head of Machine Learning,6000000,INR,79039,Partially remote,Large,India,India
385,2022,Senior-level,Full-time,Data Engineer,132320,USD,132320,Fully remote,Medium,United States of America (the),United States of America (the)
386,2022,Entry-level,Full-time,Machine Learning Engineer,28500,GBP,37300,Fully remote,Large,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
387,2022,Senior-level,Full-time,Data Analyst,164000,USD,164000,No remote,Medium,United States of America (the),United States of America (the)
388,2022,Senior-level,Full-time,Data Engineer,155000,USD,155000,Fully remote,Medium,United States of America (the),United States of America (the)
389,2022,Mid-level,Full-time,Machine Learning Engineer,95000,GBP,124333,No remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
390,2022,Mid-level,Full-time,Machine Learning Engineer,75000,GBP,98158,No remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
391,2022,Mid-level,Full-time,AI Scientist,120000,USD,120000,No remote,Medium,United States of America (the),United States of America (the)
392,2022,Senior-level,Full-time,Data Analyst,112900,USD,112900,Fully remote,Medium,United States of America (the),United States of America (the)
393,2022,Senior-level,Full-time,Data Analyst,90320,USD,90320,Fully remote,Medium,United States of America (the),United States of America (the)
394,2022,Senior-level,Full-time,Data Analytics Manager,145000,USD,145000,Fully remote,Medium,United States of America (the),United States of America (the)
395,2022,Senior-level,Full-time,Data Analytics Manager,105400,USD,105400,Fully remote,Medium,United States of America (the),United States of America (the)
396,2022,Mid-level,Full-time,Machine Learning Engineer,80000,EUR,87932,Fully remote,Medium,Germany,France
397,2022,Mid-level,Full-time,Data Engineer,90000,GBP,117789,No remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
398,2022,Senior-level,Full-time,Data Scientist,215300,USD,215300,Fully remote,Large,United States of America (the),United States of America (the)
399,2022,Senior-level,Full-time,Data Scientist,158200,USD,158200,Fully remote,Large,United States of America (the),United States of America (the)
400,2022,Senior-level,Full-time,Data Engineer,209100,USD,209100,Fully remote,Large,United States of America (the),United States of America (the)
401,2022,Senior-level,Full-time,Data Engineer,154600,USD,154600,Fully remote,Large,United States of America (the),United States of America (the)
402,2022,Senior-level,Full-time,Data Analyst,115934,USD,115934,No remote,Medium,United States of America (the),United States of America (the)
403,2022,Senior-level,Full-time,Data Analyst,81666,USD,81666,No remote,Medium,United States of America (the),United States of America (the)
404,2022,Senior-level,Full-time,Data Engineer,175000,USD,175000,Fully remote,Medium,United States of America (the),United States of America (the)
405,2022,Mid-level,Full-time,Data Engineer,75000,GBP,98158,No remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
406,2022,Mid-level,Full-time,Data Analyst,58000,USD,58000,No remote,Small,United States of America (the),United States of America (the)
407,2022,Senior-level,Full-time,Data Engineer,183600,USD,183600,Fully remote,Large,United States of America (the),United States of America (the)
408,2022,Mid-level,Full-time,Data Analyst,40000,GBP,52351,Fully remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
409,2022,Senior-level,Full-time,Data Scientist,180000,USD,180000,Fully remote,Medium,United States of America (the),United States of America (the)
410,2022,Mid-level,Full-time,Data Scientist,55000,GBP,71982,No remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
411,2022,Mid-level,Full-time,Data Scientist,35000,GBP,45807,No remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
412,2022,Mid-level,Full-time,Data Engineer,60000,EUR,65949,Fully remote,Medium,Greece,Greece
413,2022,Mid-level,Full-time,Data Engineer,45000,EUR,49461,Fully remote,Medium,Greece,Greece
414,2022,Mid-level,Full-time,Data Engineer,60000,GBP,78526,Fully remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
415,2022,Mid-level,Full-time,Data Engineer,45000,GBP,58894,Fully remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
416,2022,Senior-level,Full-time,Data Scientist,260000,USD,260000,Fully remote,Medium,United States of America (the),United States of America (the)
417,2022,Senior-level,Full-time,Data Science Engineer,60000,USD,60000,Fully remote,Large,Mexico,Argentina
418,2022,Mid-level,Full-time,Data Engineer,63900,USD,63900,No remote,Medium,United States of America (the),United States of America (the)
419,2022,Mid-level,Full-time,Machine Learning Scientist,160000,USD,160000,Fully remote,Large,United States of America (the),United States of America (the)
420,2022,Mid-level,Full-time,Machine Learning Scientist,112300,USD,112300,Fully remote,Large,United States of America (the),United States of America (the)
421,2022,Mid-level,Full-time,Data Science Manager,241000,USD,241000,Fully remote,Medium,United States of America (the),United States of America (the)
422,2022,Mid-level,Full-time,Data Science Manager,159000,USD,159000,Fully remote,Medium,United States of America (the),United States of America (the)
423,2022,Senior-level,Full-time,Data Scientist,180000,USD,180000,No remote,Medium,United States of America (the),United States of America (the)
424,2022,Senior-level,Full-time,Data Scientist,80000,USD,80000,No remote,Medium,United States of America (the),United States of America (the)
425,2022,Mid-level,Full-time,Data Engineer,82900,USD,82900,No remote,Medium,United States of America (the),United States of America (the)
426,2022,Senior-level,Full-time,Data Engineer,100800,USD,100800,Fully remote,Large,United States of America (the),United States of America (the)
427,2022,Mid-level,Full-time,Data Engineer,45000,EUR,49461,Fully remote,Medium,Spain,Spain
428,2022,Senior-level,Full-time,Data Scientist,140400,USD,140400,No remote,Large,United States of America (the),United States of America (the)
429,2022,Mid-level,Full-time,Data Analyst,30000,GBP,39263,Fully remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
430,2022,Mid-level,Full-time,Data Analyst,40000,EUR,43966,Fully remote,Medium,Spain,Spain
431,2022,Mid-level,Full-time,Data Analyst,30000,EUR,32974,Fully remote,Medium,Spain,Spain
432,2022,Mid-level,Full-time,Data Engineer,80000,EUR,87932,Fully remote,Medium,Spain,Spain
433,2022,Mid-level,Full-time,Data Engineer,70000,EUR,76940,Fully remote,Medium,Spain,Spain
434,2022,Mid-level,Full-time,Data Engineer,80000,GBP,104702,Fully remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
435,2022,Mid-level,Full-time,Data Engineer,70000,GBP,91614,Fully remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
436,2022,Mid-level,Full-time,Data Engineer,60000,EUR,65949,Fully remote,Medium,Spain,Spain
437,2022,Mid-level,Full-time,Data Engineer,80000,EUR,87932,Fully remote,Medium,Greece,Greece
438,2022,Senior-level,Full-time,Machine Learning Engineer,189650,USD,189650,No remote,Medium,United States of America (the),United States of America (the)
439,2022,Senior-level,Full-time,Machine Learning Engineer,164996,USD,164996,No remote,Medium,United States of America (the),United States of America (the)
440,2022,Mid-level,Full-time,Data Analyst,40000,EUR,43966,Fully remote,Medium,Greece,Greece
441,2022,Mid-level,Full-time,Data Analyst,30000,EUR,32974,Fully remote,Medium,Greece,Greece
442,2022,Mid-level,Full-time,Data Engineer,75000,GBP,98158,Fully remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
443,2022,Mid-level,Full-time,Data Engineer,60000,GBP,78526,Fully remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
444,2022,Senior-level,Full-time,Data Scientist,215300,USD,215300,No remote,Large,United States of America (the),United States of America (the)
445,2022,Mid-level,Full-time,Data Engineer,70000,EUR,76940,Fully remote,Medium,Greece,Greece
446,2022,Senior-level,Full-time,Data Engineer,209100,USD,209100,Fully remote,Large,United States of America (the),United States of America (the)
447,2022,Senior-level,Full-time,Data Engineer,154600,USD,154600,Fully remote,Large,United States of America (the),United States of America (the)
448,2022,Senior-level,Full-time,Data Engineer,180000,USD,180000,Fully remote,Medium,United States of America (the),United States of America (the)
449,2022,Entry-level,Full-time,ML Engineer,20000,EUR,21983,Fully remote,Large,Portugal,Portugal
450,2022,Senior-level,Full-time,Data Engineer,80000,USD,80000,Fully remote,Medium,United States of America (the),United States of America (the)
451,2022,Mid-level,Full-time,Machine Learning Developer,100000,CAD,78791,Fully remote,Medium,Canada,Canada
452,2022,Executive-level,Full-time,Director of Data Science,250000,CAD,196979,Partially remote,Large,Canada,Canada
453,2022,Mid-level,Full-time,Machine Learning Engineer,120000,USD,120000,Fully remote,Small,United States of America (the),United States of America (the)
454,2022,Entry-level,Full-time,Computer Vision Engineer,125000,USD,125000,No remote,Medium,United States of America (the),United States of America (the)
455,2022,Mid-level,Full-time,NLP Engineer,240000,CNY,37236,Partially remote,Large,United States of America (the),United States of America (the)
456,2022,Senior-level,Full-time,Data Engineer,105000,USD,105000,Fully remote,Medium,United States of America (the),United States of America (the)
457,2022,Senior-level,Full-time,Lead Machine Learning Engineer,80000,EUR,87932,No remote,Medium,Germany,Germany
458,2022,Mid-level,Full-time,Business Data Analyst,1400000,INR,18442,Fully remote,Medium,India,India
459,2022,Mid-level,Full-time,Data Scientist,2400000,INR,31615,Fully remote,Large,India,India
460,2022,Mid-level,Full-time,Machine Learning Infrastructure Engineer,53000,EUR,58255,Partially remote,Large,Portugal,Portugal
461,2022,Entry-level,Full-time,Financial Data Analyst,100000,USD,100000,Partially remote,Large,United States of America (the),United States of America (the)
462,2022,Mid-level,Part-time,Data Engineer,50000,EUR,54957,Partially remote,Large,Germany,Germany
463,2022,Entry-level,Full-time,Data Scientist,1400000,INR,18442,Fully remote,Medium,India,India
464,2022,Senior-level,Full-time,Principal Data Scientist,148000,EUR,162674,Fully remote,Medium,Germany,Germany
465,2022,Entry-level,Full-time,Data Engineer,120000,USD,120000,Fully remote,Medium,United States of America (the),United States of America (the)
466,2022,Senior-level,Full-time,Research Scientist,144000,USD,144000,Partially remote,Large,United States of America (the),United States of America (the)
467,2022,Senior-level,Full-time,Data Scientist,104890,USD,104890,Fully remote,Medium,United States of America (the),United States of America (the)
468,2022,Senior-level,Full-time,Data Engineer,100000,USD,100000,Fully remote,Medium,United States of America (the),United States of America (the)
469,2022,Senior-level,Full-time,Data Scientist,140000,USD,140000,Fully remote,Medium,United States of America (the),United States of America (the)
470,2022,Mid-level,Full-time,Data Analyst,135000,USD,135000,Fully remote,Medium,United States of America (the),United States of America (the)
471,2022,Mid-level,Full-time,Data Analyst,50000,USD,50000,Fully remote,Medium,United States of America (the),United States of America (the)
472,2022,Senior-level,Full-time,Data Scientist,220000,USD,220000,Fully remote,Medium,United States of America (the),United States of America (the)
473,2022,Senior-level,Full-time,Data Scientist,140000,USD,140000,Fully remote,Medium,United States of America (the),United States of America (the)
474,2022,Mid-level,Full-time,Data Scientist,140000,GBP,183228,No remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
475,2022,Mid-level,Full-time,Data Scientist,70000,GBP,91614,No remote,Medium,United Kingdom of Great Britain and Northern Ireland (the),United Kingdom of Great Britain and Northern Ireland (the)
476,2022,Senior-level,Full-time,Data Scientist,185100,USD,185100,Fully remote,Medium,United States of America (the),United States of America (the)
477,2022,Senior-level,Full-time,Machine Learning Engineer,220000,USD,220000,Fully remote,Medium,United States of America (the),United States of America (the)
478,2022,Mid-level,Full-time,Data Scientist,200000,USD,200000,Fully remote,Medium,United States of America (the),United States of America (the)
479,2022,Mid-level,Full-time,Data Scientist,120000,USD,120000,Fully remote,Medium,United States of America (the),United States of America (the)
480,2022,Senior-level,Full-time,Machine Learning Engineer,120000,USD,120000,Fully remote,Small,United Arab Emirates (the),United Arab Emirates (the)
